OrderID,CustomerID,ProductID,Quantity,Date and time of purchase,Delivery time,Delivery Status
113,433,35,5,29-08-2024 22:14,02-09-2024 22:14,Delivered
114,175,34,1,11-03-2024 22:48,17-03-2024 22:48,Delivered
115,137,10,3,25-01-2024 08:09,01-02-2024 08:09,Delivered
116,140,75,2,06-01-2024 06:24,12-01-2024 06:24,Delivered
117,313,21,5,08-01-2024 11:12,,Cancelled
118,139,23,5,24-02-2024 23:11,26-02-2024 23:11,Delivered
119,141,5,3,10-05-2024 18:37,15-05-2024 18:37,Delivered
120,291,67,3,18-01-2024 14:43,23-01-2024 14:43,Delivered
121,385,35,5,11-07-2024 00:53,16-07-2024 00:53,Delivered
122,442,54,5,11-03-2024 10:32,17-03-2024 10:32,Delivered
123,445,15,5,12-09-2024 03:08,16-09-2024 03:08,Delivered
124,366,17,1,13-08-2024 04:42,19-08-2024 04:42,Delivered
125,452,64,3,08-01-2024 17:17,12-01-2024 17:17,Delivered
126,33,37,3,23-01-2024 16:10,,Cancelled
127,427,14,4,14-07-2024 16:54,21-07-2024 16:54,Delivered
128,338,27,5,29-09-2024 04:48,02-10-2024 04:48,Delivered
129,85,6,2,29-06-2024 20:05,06-07-2024 20:05,Delivered
130,362,4,3,20-05-2024 19:14,26-05-2024 19:14,Delivered
131,20,65,4,21-06-2024 21:11,25-06-2024 21:11,Delivered
132,159,28,5,25-08-2024 18:34,31-08-2024 18:34,Delivered
133,154,22,4,26-02-2024 13:32,28-02-2024 13:32,Delivered
134,410,65,1,09-04-2024 17:50,14-04-2024 17:50,Delivered
135,196,27,3,09-10-2024 15:55,13-10-2024 15:55,Delivered
136,92,75,3,22-06-2024 13:54,,Cancelled
137,285,30,2,14-09-2024 11:24,20-09-2024 11:24,Delivered
138,226,22,5,09-08-2024 19:56,13-08-2024 19:56,Delivered
139,349,15,2,10-04-2024 18:21,17-04-2024 18:21,Delivered
140,11,11,4,17-05-2024 08:06,,Cancelled
141,49,53,2,24-04-2024 02:14,28-04-2024 02:14,Delivered
142,370,65,2,28-05-2024 09:06,02-06-2024 09:06,Delivered
143,234,27,4,25-06-2024 04:56,01-07-2024 04:56,Delivered
144,64,44,2,02-08-2024 02:42,,Cancelled
145,290,45,1,29-09-2024 07:55,02-10-2024 07:55,Delivered
146,92,3,5,25-05-2024 03:22,30-05-2024 03:22,Delivered
147,219,27,5,04-10-2024 19:13,,Cancelled
148,30,65,1,22-07-2024 13:05,29-07-2024 13:05,Delivered
149,440,25,1,14-05-2024 23:34,19-05-2024 23:34,Delivered
150,55,48,1,01-04-2024 09:05,04-04-2024 09:05,Delivered
151,178,42,3,12-10-2024 17:35,14-10-2024 17:35,Delivered
152,61,41,5,09-10-2024 07:31,,Cancelled
153,459,7,4,29-10-2024 08:35,31-10-2024 08:35,Delivered
154,118,3,3,30-06-2024 01:31,,Cancelled
155,190,1,3,08-10-2024 19:30,10-10-2024 19:30,Delivered
156,96,14,1,02-07-2024 07:10,07-07-2024 07:10,Delivered
157,266,2,5,26-09-2024 08:06,01-10-2024 08:06,Delivered
158,39,51,2,08-08-2024 04:49,15-08-2024 04:49,Delivered
159,121,3,2,25-07-2024 07:54,29-07-2024 07:54,Delivered
160,371,36,2,18-10-2024 21:31,24-10-2024 21:31,Delivered
161,139,65,5,07-01-2024 23:06,09-01-2024 23:06,Delivered
162,95,72,1,03-02-2024 17:44,07-02-2024 17:44,Delivered
163,398,22,2,03-01-2024 00:50,08-01-2024 00:50,Delivered
164,240,14,4,06-08-2024 11:54,08-08-2024 11:54,Delivered
165,55,62,2,25-08-2024 22:50,30-08-2024 22:50,Delivered
166,230,18,4,08-07-2024 06:25,14-07-2024 06:25,Delivered
167,247,67,2,24-02-2024 00:12,02-03-2024 00:12,Delivered
168,380,73,2,12-01-2024 06:45,,Cancelled
169,249,14,3,06-07-2024 02:20,10-07-2024 02:20,Delivered
170,290,33,3,09-09-2024 07:22,14-09-2024 07:22,Delivered
171,78,67,4,12-08-2024 06:58,14-08-2024 06:58,Delivered
172,355,35,1,23-04-2024 21:06,27-04-2024 21:06,Delivered
173,186,1,4,17-05-2024 07:00,19-05-2024 07:00,Delivered
174,232,47,5,12-10-2024 00:40,18-10-2024 00:40,Delivered
175,247,31,3,28-10-2024 13:55,,Cancelled
176,232,53,5,06-03-2024 00:02,,Cancelled
177,363,11,3,01-02-2024 16:55,05-02-2024 16:55,Delivered
178,426,58,3,29-07-2024 11:35,02-08-2024 11:35,Delivered
179,207,50,5,04-03-2024 11:38,09-03-2024 11:38,Delivered
180,101,26,5,28-02-2024 15:16,06-03-2024 15:16,Delivered
181,312,34,3,15-08-2024 23:19,20-08-2024 23:19,Delivered
182,36,76,1,21-03-2024 16:04,,Cancelled
183,96,10,3,29-05-2024 14:41,31-05-2024 14:41,Delivered
184,51,76,4,05-06-2024 00:43,10-06-2024 00:43,Delivered
185,167,19,3,27-01-2024 22:25,01-02-2024 22:25,Delivered
186,53,56,5,16-04-2024 11:24,,Cancelled
187,129,77,5,16-08-2024 20:32,20-08-2024 20:32,Delivered
188,452,49,5,22-08-2024 04:56,25-08-2024 04:56,Delivered
189,241,26,2,19-05-2024 05:38,24-05-2024 05:38,Delivered
190,405,55,5,17-05-2024 21:28,23-05-2024 21:28,Delivered
191,347,28,2,16-02-2024 19:18,22-02-2024 19:18,Delivered
192,387,26,5,03-11-2024 01:15,,Cancelled
193,442,14,2,16-08-2024 02:58,22-08-2024 02:58,Delivered
194,58,13,5,29-01-2024 13:36,,Cancelled
195,300,2,5,23-03-2024 02:45,25-03-2024 02:45,Delivered
196,156,35,5,07-03-2024 19:02,13-03-2024 19:02,Delivered
197,161,62,3,13-03-2024 09:32,,Cancelled
198,3,31,5,04-08-2024 22:49,07-08-2024 22:49,Delivered
199,162,16,5,25-04-2024 12:05,27-04-2024 12:05,Delivered
200,116,7,4,25-10-2024 17:36,,Cancelled
201,160,71,1,15-10-2024 21:42,17-10-2024 21:42,Delivered
202,460,76,2,11-03-2024 11:29,13-03-2024 11:29,Delivered
203,269,53,1,22-03-2024 00:53,,Cancelled
204,318,37,4,14-06-2024 21:17,19-06-2024 21:17,Delivered
205,65,8,3,16-06-2024 06:16,21-06-2024 06:16,Delivered
206,419,39,2,08-01-2024 23:15,10-01-2024 23:15,Delivered
207,315,17,1,27-02-2024 10:28,04-03-2024 10:28,Delivered
208,255,30,2,19-10-2024 11:24,24-10-2024 11:24,Delivered
209,231,45,5,13-09-2024 01:20,17-09-2024 01:20,Delivered
210,285,41,4,13-10-2024 11:16,,Cancelled
211,449,77,4,06-04-2024 00:12,12-04-2024 00:12,Delivered
212,164,45,2,13-05-2024 05:45,19-05-2024 05:45,Delivered
213,437,51,4,03-05-2024 09:52,06-05-2024 09:52,Delivered
214,179,56,2,20-01-2024 20:56,,Cancelled
215,230,76,2,07-05-2024 00:49,14-05-2024 00:49,Delivered
216,207,31,1,09-02-2024 05:39,,Cancelled
217,232,24,4,24-01-2024 18:25,30-01-2024 18:25,Delivered
218,19,45,2,09-03-2024 17:29,14-03-2024 17:29,Delivered
219,272,43,1,23-05-2024 04:03,,Cancelled
220,436,71,1,04-05-2024 14:21,11-05-2024 14:21,Delivered
221,148,79,3,20-03-2024 22:58,24-03-2024 22:58,Delivered
222,423,58,3,17-05-2024 08:17,,Cancelled
223,321,14,4,24-09-2024 22:30,01-10-2024 22:30,Delivered
224,350,66,1,10-09-2024 05:50,,Cancelled
225,126,58,4,29-01-2024 17:16,,Cancelled
226,451,46,3,25-07-2024 00:50,27-07-2024 00:50,Delivered
227,62,64,1,02-11-2024 13:39,,Cancelled
228,334,36,2,12-08-2024 17:41,17-08-2024 17:41,Delivered
229,452,50,3,24-08-2024 02:49,,Cancelled
230,266,48,5,05-04-2024 16:26,11-04-2024 16:26,Delivered
231,455,33,5,21-06-2024 20:38,27-06-2024 20:38,Delivered
232,32,17,3,07-04-2024 03:27,,Cancelled
233,449,54,3,26-04-2024 06:07,02-05-2024 06:07,Delivered
234,372,31,3,19-09-2024 20:59,,Cancelled
235,88,22,5,23-02-2024 15:13,26-02-2024 15:13,Delivered
236,143,25,3,03-06-2024 20:58,05-06-2024 20:58,Delivered
237,383,58,3,29-07-2024 03:07,04-08-2024 03:07,Delivered
238,147,41,4,31-08-2024 05:52,04-09-2024 05:52,Delivered
239,364,10,4,24-05-2024 12:28,28-05-2024 12:28,Delivered
240,118,49,1,24-06-2024 07:28,,Cancelled
241,288,36,1,26-10-2024 15:21,01-11-2024 15:21,Delivered
242,346,62,1,16-03-2024 22:36,19-03-2024 22:36,Delivered
243,187,38,3,23-06-2024 06:19,,Cancelled
244,89,70,1,15-03-2024 22:23,,Cancelled
245,216,8,2,04-02-2024 22:45,09-02-2024 22:45,Delivered
246,380,24,4,17-04-2024 17:43,,Cancelled
247,278,74,5,26-03-2024 02:03,29-03-2024 02:03,Delivered
248,210,79,4,22-10-2024 13:31,26-10-2024 13:31,Delivered
249,163,8,5,27-07-2024 05:02,31-07-2024 05:02,Delivered
250,41,69,2,20-02-2024 15:50,26-02-2024 15:50,Delivered
251,253,42,2,31-07-2024 00:27,02-08-2024 00:27,Delivered
252,246,63,5,24-04-2024 10:58,28-04-2024 10:58,Delivered
253,329,75,1,31-05-2024 09:10,,Cancelled
254,251,71,3,05-11-2024 20:28,08-11-2024 20:28,Delivered
255,228,80,4,18-05-2024 12:14,23-05-2024 12:14,Delivered
256,402,38,2,26-01-2024 21:31,30-01-2024 21:31,Delivered
257,422,12,3,07-04-2024 17:53,12-04-2024 17:53,Delivered
258,230,60,5,10-01-2024 04:34,,Cancelled
259,256,79,5,29-01-2024 02:43,04-02-2024 02:43,Delivered
260,262,58,3,22-08-2024 21:04,24-08-2024 21:04,Delivered
261,314,70,3,05-05-2024 04:29,10-05-2024 04:29,Delivered
262,287,34,1,06-09-2024 19:02,08-09-2024 19:02,Delivered
263,406,1,2,31-08-2024 07:19,02-09-2024 07:19,Delivered
264,311,54,4,22-02-2024 21:44,28-02-2024 21:44,Delivered
265,121,16,2,19-07-2024 03:29,,Cancelled
266,137,48,4,08-07-2024 17:28,10-07-2024 17:28,Delivered
267,314,49,1,21-01-2024 08:12,,Cancelled
268,124,62,2,19-02-2024 09:13,26-02-2024 09:13,Delivered
269,427,22,1,02-06-2024 11:12,,Cancelled
270,353,45,2,11-04-2024 23:35,17-04-2024 23:35,Delivered
271,313,77,3,02-11-2024 23:09,,Cancelled
272,354,20,4,08-06-2024 17:04,,Cancelled
273,236,19,1,05-04-2024 00:09,12-04-2024 00:09,Delivered
274,91,50,4,18-09-2024 08:38,25-09-2024 08:38,Delivered
275,219,76,1,27-02-2024 09:47,29-02-2024 09:47,Delivered
276,74,32,2,22-07-2024 16:10,26-07-2024 16:10,Delivered
277,227,5,4,25-10-2024 14:05,31-10-2024 14:05,Delivered
278,87,37,1,21-01-2024 18:49,23-01-2024 18:49,Delivered
279,286,7,2,27-07-2024 13:57,30-07-2024 13:57,Delivered
280,269,2,5,27-06-2024 08:51,04-07-2024 08:51,Delivered
281,166,3,2,09-07-2024 01:13,11-07-2024 01:13,Delivered
282,31,36,3,16-06-2024 09:58,21-06-2024 09:58,Delivered
283,34,44,4,02-01-2024 13:44,06-01-2024 13:44,Delivered
284,163,25,5,27-04-2024 10:56,,Cancelled
285,137,51,4,28-04-2024 10:54,,Cancelled
286,194,37,5,28-05-2024 21:21,30-05-2024 21:21,Delivered
287,341,57,1,10-04-2024 03:33,,Cancelled
288,7,6,1,26-07-2024 20:20,28-07-2024 20:20,Delivered
289,419,8,3,26-04-2024 12:41,01-05-2024 12:41,Delivered
290,419,15,2,22-02-2024 18:23,24-02-2024 18:23,Delivered
291,84,14,4,11-02-2024 10:48,14-02-2024 10:48,Delivered
292,288,39,2,11-02-2024 01:14,15-02-2024 01:14,Delivered
293,28,5,4,27-05-2024 21:09,,Cancelled
294,420,40,3,02-06-2024 21:55,05-06-2024 21:55,Delivered
295,133,2,3,01-08-2024 04:19,07-08-2024 04:19,Delivered
296,148,56,2,01-09-2024 21:35,03-09-2024 21:35,Delivered
297,223,68,2,13-01-2024 19:34,,Cancelled
298,80,56,3,05-10-2024 19:38,,Cancelled
299,370,21,2,16-04-2024 13:21,20-04-2024 13:21,Delivered
300,319,35,5,21-10-2024 03:13,,Cancelled
301,456,18,2,21-01-2024 00:24,,Cancelled
302,365,64,3,08-03-2024 19:51,14-03-2024 19:51,Delivered
303,235,37,1,09-04-2024 18:13,15-04-2024 18:13,Delivered
304,145,51,4,11-10-2024 13:14,17-10-2024 13:14,Delivered
305,48,5,2,10-03-2024 23:41,13-03-2024 23:41,Delivered
306,302,43,4,15-08-2024 21:18,22-08-2024 21:18,Delivered
307,435,72,2,19-07-2024 02:04,,Cancelled
308,155,19,2,03-02-2024 22:24,10-02-2024 22:24,Delivered
309,42,54,4,06-05-2024 15:34,09-05-2024 15:34,Delivered
310,167,12,5,06-03-2024 22:46,,Cancelled
311,186,62,4,12-08-2024 03:19,15-08-2024 03:19,Delivered
312,68,71,4,28-08-2024 23:54,,Cancelled
313,391,41,4,06-01-2024 06:49,,Cancelled
314,447,9,4,06-09-2024 05:00,08-09-2024 05:00,Delivered
315,91,1,4,07-10-2024 22:10,12-10-2024 22:10,Delivered
316,26,28,1,13-04-2024 02:07,17-04-2024 02:07,Delivered
317,153,44,2,06-02-2024 19:35,12-02-2024 19:35,Delivered
318,31,53,2,06-05-2024 20:35,08-05-2024 20:35,Delivered
319,337,45,2,22-06-2024 15:27,,Cancelled
320,205,28,1,05-11-2024 21:34,08-11-2024 21:34,Delivered
321,162,77,4,18-06-2024 00:47,,Cancelled
322,441,73,4,20-09-2024 06:57,24-09-2024 06:57,Delivered
323,363,70,5,02-05-2024 19:29,05-05-2024 19:29,Delivered
324,94,49,5,29-03-2024 00:57,02-04-2024 00:57,Delivered
325,344,46,2,06-05-2024 14:01,13-05-2024 14:01,Delivered
326,350,3,5,05-03-2024 19:31,09-03-2024 19:31,Delivered
327,288,37,4,20-05-2024 14:43,,Cancelled
328,217,54,3,01-02-2024 14:06,,Cancelled
329,5,14,4,12-05-2024 20:02,14-05-2024 20:02,Delivered
330,425,22,3,28-01-2024 12:38,,Cancelled
331,408,6,5,08-04-2024 07:28,,Cancelled
332,57,51,5,25-02-2024 02:25,01-03-2024 02:25,Delivered
333,231,13,1,25-10-2024 21:07,01-11-2024 21:07,Delivered
334,177,31,1,03-08-2024 15:57,,Cancelled
335,328,3,4,11-07-2024 03:05,,Cancelled
336,181,7,5,30-08-2024 11:21,,Cancelled
337,85,36,3,30-05-2024 06:52,06-06-2024 06:52,Delivered
338,298,47,1,24-06-2024 16:17,27-06-2024 16:17,Delivered
339,126,7,1,06-03-2024 18:30,12-03-2024 18:30,Delivered
340,314,56,5,01-01-2024 01:46,06-01-2024 01:46,Delivered
341,232,75,1,06-03-2024 11:29,10-03-2024 11:29,Delivered
342,460,55,3,13-06-2024 19:01,19-06-2024 19:01,Delivered
343,109,11,4,13-06-2024 03:36,20-06-2024 03:36,Delivered
344,446,30,1,13-09-2024 03:20,16-09-2024 03:20,Delivered
345,215,41,5,28-02-2024 06:40,05-03-2024 06:40,Delivered
346,283,69,1,21-02-2024 03:50,26-02-2024 03:50,Delivered
347,462,59,4,01-11-2024 02:44,06-11-2024 02:44,Delivered
348,241,57,3,27-03-2024 13:34,29-03-2024 13:34,Delivered
349,359,65,1,25-02-2024 00:16,,Cancelled
350,340,24,2,20-09-2024 15:28,25-09-2024 15:28,Delivered
351,64,7,1,03-11-2024 19:36,06-11-2024 19:36,Delivered
352,455,16,5,11-07-2024 05:04,15-07-2024 05:04,Delivered
353,205,11,2,20-09-2024 20:23,25-09-2024 20:23,Delivered
354,372,29,1,11-06-2024 07:48,16-06-2024 07:48,Delivered
355,98,36,5,03-06-2024 16:25,09-06-2024 16:25,Delivered
356,104,14,4,09-05-2024 13:21,15-05-2024 13:21,Delivered
357,133,33,2,29-05-2024 08:44,01-06-2024 08:44,Delivered
358,437,64,4,03-11-2024 23:57,06-11-2024 23:57,Delivered
359,21,29,4,18-01-2024 16:24,24-01-2024 16:24,Delivered
360,347,13,4,21-09-2024 14:17,27-09-2024 14:17,Delivered
361,220,67,1,03-06-2024 21:37,09-06-2024 21:37,Delivered
362,176,36,4,27-09-2024 23:08,01-10-2024 23:08,Delivered
363,155,17,4,01-08-2024 11:49,05-08-2024 11:49,Delivered
364,74,50,4,29-01-2024 03:28,05-02-2024 03:28,Delivered
365,150,11,4,18-08-2024 16:27,24-08-2024 16:27,Delivered
366,340,57,3,23-07-2024 16:16,,Cancelled
367,333,71,5,01-11-2024 23:56,04-11-2024 23:56,Delivered
368,324,21,5,25-05-2024 09:06,29-05-2024 09:06,Delivered
369,157,25,5,09-09-2024 01:39,12-09-2024 01:39,Delivered
370,213,38,1,03-02-2024 19:10,09-02-2024 19:10,Delivered
371,102,29,3,22-06-2024 13:44,24-06-2024 13:44,Delivered
372,37,80,3,09-03-2024 07:18,,Cancelled
373,193,17,5,12-03-2024 21:35,19-03-2024 21:35,Delivered
374,202,26,4,02-07-2024 18:03,06-07-2024 18:03,Delivered
375,289,46,1,18-03-2024 09:00,21-03-2024 09:00,Delivered
376,302,57,4,16-01-2024 19:12,21-01-2024 19:12,Delivered
377,257,17,2,01-06-2024 13:34,07-06-2024 13:34,Delivered
378,347,41,5,17-05-2024 03:07,,Cancelled
379,212,40,2,07-01-2024 17:03,14-01-2024 17:03,Delivered
380,398,11,1,13-04-2024 10:03,19-04-2024 10:03,Delivered
381,415,39,2,26-03-2024 12:00,01-04-2024 12:00,Delivered
382,180,65,4,23-06-2024 22:36,26-06-2024 22:36,Delivered
383,232,42,1,29-01-2024 17:52,02-02-2024 17:52,Delivered
384,70,42,1,14-02-2024 09:46,,Cancelled
385,191,38,5,09-09-2024 21:22,14-09-2024 21:22,Delivered
386,377,75,5,15-09-2024 22:20,17-09-2024 22:20,Delivered
387,301,14,5,18-07-2024 03:45,,Cancelled
388,165,73,1,18-09-2024 20:07,20-09-2024 20:07,Delivered
389,226,57,5,18-07-2024 10:55,22-07-2024 10:55,Delivered
390,212,74,2,19-06-2024 02:43,22-06-2024 02:43,Delivered
391,224,50,1,23-03-2024 14:26,25-03-2024 14:26,Delivered
392,451,59,1,01-10-2024 21:58,,Cancelled
393,70,27,5,12-07-2024 20:41,16-07-2024 20:41,Delivered
394,187,36,2,01-09-2024 19:07,07-09-2024 19:07,Delivered
395,388,62,3,27-04-2024 21:07,29-04-2024 21:07,Delivered
396,236,3,4,05-03-2024 13:40,08-03-2024 13:40,Delivered
397,138,33,3,17-03-2024 11:39,20-03-2024 11:39,Delivered
398,200,75,5,02-02-2024 21:27,09-02-2024 21:27,Delivered
399,145,52,1,28-01-2024 04:01,03-02-2024 04:01,Delivered
400,257,15,5,11-03-2024 21:49,15-03-2024 21:49,Delivered
401,235,38,3,26-05-2024 03:11,29-05-2024 03:11,Delivered
402,210,30,2,21-07-2024 22:29,27-07-2024 22:29,Delivered
403,146,8,1,14-04-2024 15:12,,Cancelled
404,382,26,5,18-07-2024 22:43,23-07-2024 22:43,Delivered
405,112,18,5,05-11-2024 20:19,,Cancelled
406,366,27,5,10-05-2024 16:45,15-05-2024 16:45,Delivered
407,122,16,2,28-01-2024 21:22,,Cancelled
408,269,38,3,06-02-2024 03:04,11-02-2024 03:04,Delivered
409,233,48,4,01-05-2024 19:59,07-05-2024 19:59,Delivered
410,347,31,1,27-01-2024 00:47,,Cancelled
411,290,79,1,22-03-2024 22:06,27-03-2024 22:06,Delivered
412,416,48,3,10-05-2024 14:06,13-05-2024 14:06,Delivered
413,46,2,5,28-10-2024 15:01,,Cancelled
414,452,34,2,29-06-2024 05:46,,Cancelled
415,259,72,4,06-01-2024 23:35,09-01-2024 23:35,Delivered
416,19,32,3,29-05-2024 22:02,02-06-2024 22:02,Delivered
417,413,17,2,08-04-2024 20:50,13-04-2024 20:50,Delivered
418,250,46,3,03-04-2024 15:14,10-04-2024 15:14,Delivered
419,195,69,3,17-03-2024 11:25,19-03-2024 11:25,Delivered
420,433,27,4,21-03-2024 19:48,,Cancelled
421,135,62,1,29-01-2024 13:47,,Cancelled
422,172,45,5,20-10-2024 16:29,,Cancelled
423,51,22,4,14-06-2024 07:07,17-06-2024 07:07,Delivered
424,373,13,5,21-02-2024 14:25,27-02-2024 14:25,Delivered
425,298,47,5,27-06-2024 02:50,29-06-2024 02:50,Delivered
